category,article,clusters
sport,plan force controversial new champion league format wednesday scrap 11th hour amid major row get extra place competition uefa plan almost 30 years one would see like liverpool qualify finish outside premier league top four announce tuesday official decision would take place instead april 19 in order finalise ongoing discussions the announcement follow meet club competitions committee break without agreement exactly four additional place champion league allocate that committee include uefa executive committee member david gill former manchester unite chief executive successor old trafford ed woodward well manchester city chief executive ferran soriano the plan award two additional four place new 36team champion league side base historical record europe limit qualify one uefas club competitions one fifthstrongest league currently france one champion highestranked smaller country qualify right this view many heavily weight favour club big league would benefit major safety net event bad season falter premier league champion liverpool currently endure european footballs govern body already others expand competition 32 36 team 125 match 225 202425 season that would also see current group stage replace socalled swiss system qualify team would guarantee 10 game instead six five home five away opponents different strength controversially would also see half additional four place europe provide qualify one uefas club competitions that would provide major safety net big club bad season falter premier league champion liverpools current campaign the extra 100 game would also require additional four matchdays place huge pressure english football calendar particular threaten futures fa cup efl cup the swiss system would see champion league group stage change eight group four team one group table finish top eight would qualify automatically knockout stage finish ninth 24th would enter playoff remain eight place first use chess format adopt spice become increasingly see stale predictable group stage competition the knockout stage would remain unchanged plan backdoor access historicallysuccessful club help stave threat although critics argue would nevertheless widen chasm have havenots there also major fear expand competition cannibalise nonqualified club domestic revenues christian purslow aston villa chief executive steve parish crystal palace chairman say uefas plan have quite devastate effect domestic competition england in basic term massive expansion european footballs elite club competition 32 team 36 125 match 225 202425 more fundamentally would see complete revamp group stage instead eight group four team side play three others group home away would consist one single group team play five home match five away match 10 different opponents each team would seed play opponents vary strength this know swiss system format pioneer chess since adopt sport the side finish top eight qualify automatically knockout stage finish ninth 24th enter playoff determine remain eight last16 spot the knockout stage remain unchanged new format nevertheless represent biggest shakeup competition since become champion league three decades earlier money the 100 extra match alone would allow uefa club command television sponsorship income the swiss system guarantee participate team 10 match instead six adopt reason hope attractive group stage increasingly view stale predictable it also design stave perceive threat european super league something highlight two additional four spot go team base historical performances one would go league rat fifthstrongest europe currently france would join england germany spain italy four guarantee spot another go highestranked domestic champion one smaller league but controversial format change all remain two would go club highest uefa coefficient historic rank qualify one club competitions that would mean like liverpool could finish low seventh premier league still parachute champion league the expand competition would require another four matchweeks top 15 already carve out that almost impossible fit exist english football calendar mean something give there chance size premier league cut mean impact felt either fa cup likely efl cup the future latter competition much threat england country two domestic cup the winners big club richest likely get even richer the losers almost certainly smaller team especially qualify champion league the additional 100 game risk cannibalise domestic revenues premier league right league two uefa major pressure ensure shortfall fill make solidarity payments whether new format entrench onfield dominance big club remain see history suggest will the swiss system concept meet almost opposition but consensus end complaints range new format backdoor access big club sheer number additional match the european league hold meet 300 club month efl chairman rick parry warn efl cup sacrifice would deduct third organisations income threaten existence lowerdivision club crystal palace chairman steve parish add this would devastate effect domestic competitions england the league cup largest financial contributor football league either end cup entirety reduce youth competition,3
business,savers max need savvy put money bad decision could end cost 80000 once someone use 20000 allowance tax year remain fund wish invest put general investment account this less efficient gain income make may incur tax whereas isa would not however make wise choices investments hold inside isa put general account could improve return 032 percentage point analysis vanguard fund group find the firm jam norton say in general hold assets generate income bond otherwise could tax it better put stock fund general account that many stock fund provide little income expect value grow this eventually tax capital gain investors currently enjoy relatively generous cgt allowance for pay dividend investors take 2000 year income tax free hold general account whereas maximum amount take income bond without incur tax 1000 scenario investors also pay lower income tax rat dividend payments 75pc basicrate taxpayers 325pc higherrate ones 381pc pay additional tax rate by contrast use personal save allowance income bond general account subject full income tax the personal save allowance currently 1000 nontaxpayers pay basic tax rate 500 higherrate payers additionalrate taxpayers get allowance although exact amount save depend investments person own tax bracket in vanguard find average someone half money invest bond half stock would 032 percentage point better hold former isa latter general account compare way around start pot worth 250000 10 years difference earn 5pc tax fee versus 532pc would mean either 325800 335800 the poor placement investments would therefore leave person 10000 worse off over 30 years would 82600 poorer pot worth 864400 rather 947000 see table above lee goggin find a wealth manager industry database say savers exceed isa allowance could consider transfer share spouse do so open put money pension rather general investment account also tax efficient get relief anything put plus dont pay capital gain tax return the maximum currently gain tax relief 40000 per year mr goggin say it also possible contribute partner pension gain tax reliefs them alternatively savers max isa could funnel money assets liable tax john williams nedbank private wealth private bank say investors put money enterprise investment scheme reward take higher level risk tax relief 30pc cost share set tax liability year buy share enterprise scheme also option carry back relief previous year you normally pay cgt either these people invest money collectable items classic cars watch expect last longer 50 years also avoid bill later sell gain also know waste chattels hard sell price often volatile if use business purpose time tax relief longer apply another option reduce tax liability carla morris brewin dolphin financial planner say you claim back difference rate income tax normally pay basic rate donation for higherrate taxpayers 20pc for example higherrate taxpayer donate 100 charity via gift aid latter could claim 25 government individual could claim 20pc total donation back 25 there currently capital gain liability land property share give freely charity ms morris add,0
business,david cameron face probe standards committee link financier lex greensill lobby efforts eponymous lend firm collapse earlier month the committee standards public life independent advisory body advise number 10 ethical standards privately indicate would consider submissions make labour party report it follow report mr greensill unpaid role heart government take former prime minister adviser 2018 the opposition urge committee write investigate mr greensill friend former morgan stanley colleague jeremy heywood cabinet secretary mr cameron decade ago in role never announce would access least 11 government departments give formal role crown commissioner 2014 accord ft sir alistair graham chair standards watchdog 2007 call full inquiry allegations describe genuine scandal the committee also ask look mr cameron include allege text message chancellor rishi sunak governmentbacked emergency coronavirus loan scheme it come liberty steel part sanjeev guptas gfg alliance monday say plan restart steelmaking rotherham operations despite ongoing fear future gfg alliance throw difficulty greensills collapse lender key rapid expansion since early 2000s in time grow 20bn 15bn operation assets range lochaber aluminium smelter scotland whyalla steelworks australia the uks third largest steelmaker pause production midmarch gfg say monday still work solutions fill fund gap leave greensill compound slump demand aerospace products due covid constructive discussions government in podcast broadcast staff say try diversify greensill since collapse add recent developments great challenge us he say certain gfg break rule borrow covid loan scheme minister understand refuse 170m loan liberty due concern gfgs opaque corporate structure whether money could end support operations overseas a gfg alliance spokesman say most gfgs businesses across global portfolio perform well generate positive cash flow support operational improvements weve make strong steel aluminum iron ore market in uk gfg invest significantly rescue steel aluminium plant save thousands job industrial communities across uk the business also work solutions provide additional work capital facilities replace fund gap leave greensill,0
business,with two weeks go tax year end april 5 time finalise plan there many ways cut tax bill change today protect future expenditure here key issue consideration 1 we need save old age state pension unlikely sufficient own if selfinvested pension plan sipp consider top year end particularly higherrate taxpayer if lose personal income tax allowance earn 100000 particularly efficient may give effective save 60pc 2 if member company scheme rule allow it consider make 3 you contribute sipp claim basicrate tax relief 2880 year regardless earn fund claim 720 hm revenue customs give 3600 gross benefit this useful nonworking spouses if afford could also start pension children basis 4 some people prefer save isa both the contribution limit year 20000 pension fund isas essentially interest rat rock bottom dont fall trap leave everything cash share almost always outperform cash long term 5 if 18 40 time set lifetime isa you use lifetime isa buy first home save later life you allow save 4000 isa allowance year 50 benefit 25pc government contribution 6 dont think tax year the start new year also great time make pension isa contributions get benefit full year tax free growth 7 we currently 12300 if share unit trust may make sense sell enough year end use exemption 8 transfer spouses civil partnership tax free recipient take base cost assets gift this effectively double potential save available sell cover gain exemption 9 you may want make disposal keep share higher cost base if so bed breakfast rule need wait 30 days buy share again however nothing stop spouse buy back market straight away this work direct transfer spouses 10 if investment property one problems whole gain make sale allow use one exemption split ownership spouse help in addition consider make transfer part property adult children this achieve declaration trust declare proportion property hold 11 you may see advertisements time year feature tax attractions venture capital trust vcts enterprise investment scheme eiss i want knock great successes however favour tax treatment compensate higher investment risk involve in addition experience investors already choose offer available several months ago late arrivals may best ones go for 12 we generous nation gift aid great assistance encourage donations charitable cause there annual limit higherrate taxpayer perhaps income 100000 see personal allowance reduce consider make donation tax year nontaxpayers take care relief claim charity ask spouse make payment instead taxpayer 13 you may wonder tax year end april 5 until 1752 traditionally end lady day march 25 however move gregorian calendar 11 days chop year big landowners would give 11 days rent force government lengthen tax year april 5 call traditionalist i sincerely hope move date agree drive right hand side road,0
sport,mohamed salah interview like undercooked prime steak otherwise empty plate very rare leave want more thats intend due respect esteem spanish publications country newspapers choice interest anything liverpool striker say recent exclusive chat as case salah discuss future spanish press last december bombshell revelations latest qa there nothing bother liverpool jurgen klopp responses cloudy enough encourage supportive suspicious mind when inevitably ask keen play spain salahs response barely qualify come get me plea why not no one know whats go happen future so maybe one day yes say salah salah play sense linger grudge sergio ramos inflict shoulder injury prematurely end participation champion league final 2018 last time liverpool real meet competition prepare next weeks quarterfinal that game past i do not think it say although contradictory admission a special motivation win tie go semi finals however take bloodthirst vengeance spill page a cynic may read mean ensure nothing way salah ramos become teammates future the charitable interpretation show salah damn good bloke shrug disappointments the effusive praise real coach zinedine zidane a great coach one idols i little make curious contrast matteroffact description relationship klopp a normal relationship two professionals another byproduct player generally shun microphones every sentence forensically examine the popular conclusion salah conduct interview ingratiate real madrid manager fan merit also critical flaw whether madrid interest not article make difference future negotiations salah could hold press conference centre madrid say always felt comfortable wear white shirt wish would nudge deal inch closer only salah representatives answer ulterior motive the fact liverpool play real madrid make recent interview easier understand last one midseason but make speculative leap part transfer strategy suggest bizarre misread summer market if real madrid want sign worldclass striker whose contract run 2023 take mindboggling sum player turn 29 june and well document zinedine zidanes heart set 22yearold kylian mbappe thats liverpools relax approach 2021 stark contrast noise la liga interest overshadow luis suarez move 2014 philippe coutinhos 2017 the transfer market financial circumstances around la liga club different then and liverpool different club too most important all liverpool comfortable salah always deliver even trouble season anfield when klopp era chronicle salah one legends revere elevate club back historic heights he may win premier league golden boot again one players whose appearance record make reliable strikerate he ever absent doctor insistence play every tweak pain such exemplary conduct take grant club memories suarez coutinho take extreme measure force la liga move still burn latter fail train bad back would mystify worlds lead chiropractors fact salah keep give slightly flirty interview desire play spain categorise trivial ask time move four years anfield salah reply its me we will see happen i prefer talk now not first time cryptic message chew over fortunately liverpool nothing ambiguous excellence salahs ongoing deeds bid second champion league win three years,5
business,a raft impact pensioners savers investors selfemployed come force april 6 rishi sunak announce range new tax hike stealthy charge plan make enormous cost pandemic the treasurys measure impact personal finance everyone country there tax bill could increase year but ways cut cost take time plan ahead use tax calculator find whether chancellors change leave richer poorer next month fill detail see takehome pay new tax year,0
business,swiss bank reputation crushingly dull thats kind point in industry literally invent rich people hide wealth discretion paramount yet credit suisse giant countrys bank business establishment seem lurch one damage crisis another the impression organisation become ungovernable it shock discover bank among expose in widespread selloff european financial stock share credit suisse crash 16pc warn highly significant material impact profit but once bank isnt really story the huge unwind position archegos private investment firm found prompt panic wall street along much soulsearching hwang come heart things first place the money manager settle insider trade charge us 2012 two years later ban trade hong kong yet somehow archegos essentially family office manage fortunes handful wealthy clients able build billions dollars worth leverage many worlds largest investment bank capacity cause vicious swing world market it already describe a lehman moment nervous market probably parallel implosion long term capital management late 1990s a crash avert federal reserve step bailout big bank expose fund estimate archegos accumulate something region 10bn assets it effectively borrow money make even bigger bet have already dump 20bn stock associate fund expectation investment bank prepare stock sales the hope fallout contain archegos fear spook bank rein leverage theyve extend hedge fund trigger series unexploded bomb at best show nervousness currently exist financial market worst could start massive selloff derail global economic recovery its impossible imagine modern life without steel tycoon sanjeev gupta say recently well steel go start think life without gupta the tycoon insist industrial outfit gfg alliance remain operationally strong adequate fund despite yet plea 170m taxpayer bailout suggest otherwise raise fear 5000 job guptas liberty steel arm what happen next test governments claim hasnt abandon industrial strategy altogether rather merely rebranded plan growth whatever mean whitehall understandably reticent step in the concern financial aid might use finance part gfg operation instead help save job guptas recent purchase 40m townhouse belgravia little convince minister taxpayer money would spend wisely on one level reluctance reassure gfg financial basket case minister risk throw good money bad but government also desperate that risk repeat fiasco occur government step british steel two years ago prop cost 1m day minister seek white knight buyers thin grind that even eight months scour globe government practically give company away chinese equivalent 160000 every one roughly 3000 job save one suspect interest liberty similarly scarce immediate financial problems the company essentially collection distress regional plant bigger steelmakers give on it greensills unwavering back along mixture dowries state subsidies enable gupta give new lease life the time quick fix long since pass government need adopt all nothing approach if uk really still industrial strategy steel industry probably worth save do properly that mean decide products must manufacture within border make go source raw necessary raw materials if royal navy need britishmade ship and business secretary kwasi kwarteng recently point out youre go british steel probably british coal too supply coke material fuel furnaces of course thats compatible governments recent commitment net zero economy 2050 but its necessary government need start make case tough decisions like the alternative let industry mainstay local economies country go bust it would drastic politically toxic perhaps theres way wind libertys operations gradually put place genuine statebacked safety net provide generous oneoff payments outofwork steelworkers alongside retrain help find alternative job either way minister cant keep cross finger every time theyre face another crisis,0
business,facebook plan build two new undersea internet cable southeast asia north america boost connections across pacific the social media giant say hop cable run 2024 work google local telecoms providers create new digital bridge singapore indonesia unite state tech company increasingly help fund undersea cable connect emerge market us servers last year separate connection hong kong block last year trump administration security concern kevin salvadori facebooks vice president network investments tell reuters new cable would first direct connections north america part indonesia company fifth biggest market increasingly important source growth one cable call echo partnership facebook google indonesian telecoms provider xl axiata other bifrost involve telkom another indonesian carrier keppel singaporean conglomerate mr salvadori say those first two cable go new diverse route cross java sea increase overall subsea capacity transpacific 70pc he add cable would require a material investment facebook they still require regulatory approval indonesia big market facebook estimate 130m users widespread internet use wire broadband connections the asiapacific region one facebooks fastestgrowing source revenue accelerate 31pc last three months 2020 average 27pc past two years as well new cable facebook say last year would build 1864 miles fibre optic broadband link 20 indonesian cities well series new public wifi hotspots indonesia also regularly name facebooks annual report well fake news harassment campaign socalled hoax factories often target religious sexual minorities human right consultancy bsr warn company response slow time insufficient 2018 may contribute violations right facebook make reform country since then,4
business,the financial elite good time 1998 year lord mandelson say labour intensely relax people get filthy rich long pay tax it hedge fund institutionalise it normal everyone behave appallingly time hard drink hard smoke load recreational drug this time mayfair start become cool again say one executive mayfair total backwater but consider cool one decade less another the small number women work finance years look back fondly good old days gild era women humiliate country part upper class culture say one senior businesswoman bad memories time these ruthless people part ruthless system deny people economic freedom one biggest character buccaneer late 1990s early 2000s dub one half posh becks city regular celebrity mayfair members club 5 hertford street after make 220m night brexit vote bet market would fall brexiteer turn italian proverb express delight follow morning il mattino ha loro bocca morning gold mouth tell bbc but much glow since come fortunes past months battle date back 1998 he earlier month district judge nicholas rimmer question charge decision prosecute overturn victim review the woman claim put hand breast skirt wrestle free leave odey say proposition misread signal grope her new allegations since surface last week bloomberg news report accusations inappropriate behaviour two unnamed source former receptionist firm claim odey use run hand back work former client allege ask odey mistress exchange use flat business dinner decade ago odeys spokesman say deny allegations instigate legal action them the claim nevertheless shine spotlight britains hedge fund industry era excess one senior businesswoman say feel mayfair set always bat away claim sexism harassment simply a lunch go wrong odey admit may notice cultural change go around recent years maledominated finance sector finally begin modernise he know throughout square mile one last city old guard fond long lunch at one midweek meal journalist pair steak kidney pudding mash side order loin beef two bottle wine things change youre run business 30 years sometimes dont see much world change culturally there bite that say there definitely improvements make culture but private life affect professional life its point view despite acquit age 62 financier face rebuild reputation in secretive hedge fund industry reputation everything the amount odey personally manage shrink around 777m 558m end last year accord investor letter see bloomberg odey asset management company found 1991 even change name around 13bn worth fund odey brook weeks acquit odey claim business unaffected court case at moment everyone want kill odey resilient brand argue ive diversions court case kiss tell stories be fantastic time across board fund grow 30pc year his male supporters include one recall watch get slap face event argue nobody judge intense really sensitive climate things decades ago now seem like figure time one say people flourish different age robin birley owner 5 hertford street insist friend never ban club despite rumour see months 2014 catch compromise position member staff crispin personal friend value member 5 hertford street there truth claim ever ban club say odey tell 2014 incident joke spread friend odey asset managements website show allmale research team maleonly portfolio managers of half also oxford graduate one woman management team suggest remain relic bygone era many hope hedonistic boys club wealthy financier odey felt home finally begin change,4
business,rishi sunaks 2bn shut six months follow low takeup public the insulation subsidy programme close wednesday amid failure win widespread support it previously tout key part government efforts build back greener meet countrys climate goals dog delay wouldbe applicants struggle get quote work busy builders last week report mps accuse minister underestimate cost improve efficiency many home ask scheme extend accommodate delay the environmental audit select committee say scheme essential improve britains energy efficiency plan warn delay grant payments have devastate consequences many builders installers work leave limbo result order cancel before decision close scheme make due run march 2022 the programme allow english homeowners apply vouchers worth 10000 make properties efficient cut emissions promise save bill 600 year the money could cover two thirds cost improvements loft cavity wall insulation draught proof kwasi kwarteng business secretary say extra 300m make available invest energysaving measure home instead distribute local authorities a spokesman business department say applications make end march deadline honour vouchers already issue may extend upon request,4
business,after endure brutal pandemic carolyn mccall pray years hop summer love come true the bet sharp revival advertise market britains worldleading vaccine rollout take effect rely hit reality show tap postpandemic optimism advertise sales tumble 191m 16bn last year poise jump 75pc next month millions jab go arm but growth may simply mask longerterm challenge television fight future there fear accelerate shift digital pandemic may force tv advertisers hand tech platforms while flock back others may never return mccall take threats lie down the 59yearold former chief executive easyjet unfurl plan help burnish itvs financial performance nurture new generation tv advertisers itv launch adventure invest mediaforequity fund broadcaster doles tv advertise space exchange stake promise startups the benefit twofold if itv back right company potential make hefty financial return support migration stream secondly itv extol virtues broadcast world new breed advertisers may company ad platforms overlook huge reach tv itv plan team venture capital fund take 10 position company next two years each offer worth 1m 15m pot set aside first 12 months itv hire niko waesche lead charge venture capitalist cofounded germanys lead mediaforequity fund german media pool but modest media investments really compete londons fiercely competitive startup scene flood venture capital private equity fund even can risk itv become lumber string company struggle live hype waesche undaunted prospect our programme prove tv work provide option market superior buy advertise cash the reason skin game say that company know provide best people great insights brand build media strategy help successful tv campaign we primarily focus financial return i think learn much failures successes company invest in in many ways itv late party germanys freetoair broadcaster prosieben make string bet digital company media investment arm sevenventures it early backer zalando german online fashion retailer grow tech juggernaut 22bn 19bn market value uk media company also follow suit channel 4 venture broadcasters mediaforequity fund invest social media platform pinterest plantbased food business the meatless farm owner dmgt allow startups target readers mailonline use model investment arm dmg venture on thursday itv announce first investment take 3m stake londonbased digital map firm carve planet 3m square carry three word identify them the platform also attract investment channel 4 claim efficient way track locations use standard street address it important marker itv broadcaster may always able way startup scene market awash fund options by zero consumerfocused firm waesche believe company hold own we try make fund proentrepreneurial possible add that mean cannot view big clunky corporate somebody make quick decisions use venture capital process itv must highlycompatible lean coinvestor we speak lead venture capital fund uk expect lead transaction we tell vcs if want strong television partner side you go difficult deal with please invite us promise add value berenberg analyst sarah simon say itvs fund offer attractive proposition bud entrepreneurs question whether successful prosieben tom harrington enders analysis say itv could get double benefit a gainful return exit like pinterest channel 4 advertise sales potential many time initial investment waesche expect hold investment five years weigh sale another venture capital fund by then mccall hop make healthy return help cushion itvs transition purely digital world start bumper summer,4
business,the final bank note switch paper plastic soon circulation new 50 feature mathematician codebreaker computer scientist alan turing launch summer it replace note feature steam engine pioneer jam watt matthew boulton first appear note 2011 the launch new 50 note follow successful introduction polymer feature sir winston churchill 2017 painter jmw turner mr turing pivotal crack german cod encipher enigma machine second world war this allow ally read german naval communications help shorten war in nod mr turings codebreaking skills agencys chief puzzler say take seven hours crack mr turing also play pivotal role development early computers set foundations work artificial intelligence consider question whether machine could think turing homosexual posthumously pardon queen convict gross indecency relationship man alan turings portrait base photo take 1951 elliott fry part photograph collection national portrait gallery the bank note enter circulation june 23 mathematicians birthday the bank england announce withdrawal date old note issue new plastic 50 note even date still possible deposit withdraw note bank account directly via post office the bank england also exchange withdraw note new ones time,4
business,on opposite side earth hours apart rocket satellite company oneweb spacex blast week deliver payload dozens small satellite low orbit britishowned oneweb fire 36 satellite space nose soyuz rocket vostochny cosmodrome russias far east around 6670 miles away elon musks spacex shoot 60 sky cape canaveral florida coast musks falcon 9 reusable launchers land sea aboard robotic of course i still love you ship atlantic the launch latest stage accelerate space race two company both firm want blanket earth satellite despite oneweb secure 400m government investment observers note spacex appear gain early lead since january users uk able sign beta trial spacexs service instal satellite dish link one satellite circle 690 miles earth surface some report speed excess 150 megabits per second for that pay 89 per month by sell dish directly consumers spacex hop bypass telcos shakeup market but neil masterson new chief executive oneweb doesnt appear faze we fight industry work them oneweb hop sell telecoms company bt reach remote rural locations found 2012 company pioneer design construction megaconstellations hundreds satellite could provide global broadband it raise 34bn like japan softbank come unstuck last march investors pull plug new fund an unexpected white knight come form british government secure 1bn deal buy remain company last year but time oneweb restart launch december spacex ramp efforts oneweb innovators launch big constellation say marek ziebart professor university college london with elon musk typically happen tech someone else burn research development dollars highrisk process prove something do do vultures come down musks starlink 1300 satellite orbit cover much northern hemisphere in uk offer service around 50 degrees latitude north expect cover britain end year onewebs masterson say service thursday morning 146 satellite orbit provide coverage north pole cornwall end year rather go directly punters oneweb portray ally telecoms company one shareholders bharti one largest telcos world every single telco around world it natural approach us say that offer help welcome rural areas cost instal fibre uneconomical network insiders believe company like oneweb work businesstobusiness basis would useful provide redundancy fibre network particular critical infrastructure however many still see niche solution some experts also believe ultra high speed enjoy early starlink customers sustainable with thousand trial customers high speed inevitable how work hundreds thousands customers unclear one telecoms expert say analysts say ultimate winner race global constellation remain unclear oneweb certainly lose lead chapter 11 proceed say caleb henry analyst consultancy quilty analytics but onewebs smaller constellation mean necessarily behind spacex oneweb roughly 22pc network complete quilty say compare 11pc coverage starlink masterson say oneweb plan eight 10 launch year seek regain position starlink the ukbacked firm also join pushback satellite company starlinks vast expansion see dash territory space starlinks ultimate goal 12000 satellite earth in recent file us communications regulator oneweb argue spacexs constellation would cause harmful interference claim satellite trouble failure rate plague safety issue spacex decline comment but oneweb critics this week mps include darren jones chairman business committee quiz prime minister boris johnson transparency deal whether personally involve broker it mr johnson say i dont think i could comment exactly what at time investment champion dominic cummings senior civil servant uks space agency question whether represent value money british taxpayer oneweb another potential way gain advantage starlink it could use kind redundancy system gps make 24 satellite 12000 miles up onewebs system could use position navigation time pnt system prevent jam step gps go down issue fear would cost uk 1bn per day this capability target spacex represent strategic financial opportunity could sizeable henry say oneweb hop system fully operational middle next year it still raise another 1bn achieve this it plan scale business around 480 people year almost number prebankruptcy 70pc uk in race man ambitious musk doubt need make lose time,4
business,scotland attempt turn back clock save economy with older population far lower fertility rate rest uk scotland risk become countrys age epicentre mortality fertility migration threepronged approach target holyroods first population strategy last week battle deage workforce like much develop world policymakers edinburgh threaten fast age population slash workforce drain public money spark social care crisis scotlands new strategy warn arsenal weapons rather silver bullet need covid worsen problem widen access pricey fertility treatment incentives families set scotland encourage older people among package measure propose but policies enough reverse age britains population while extension life expectancy major medical achievement cause headaches economists a lot people really underestimate massive change demographic outlook pretty much every country world say jam pomeroy hsbc economist over course next decade fastest pace change demographics globally weve probably ever see well ever see be turn point tailwind many economies major headwind populations age develop economies see work age population shrink older cohorts expand rapidly large baby boomer generation retire live longer the huge increase life expectancy key driver age populations economic force also play the point low wage job low productivity and job low social status mean often people struggle start families explain prof adrian pabst deputy director national institute economic social research niesr families either get delay never happen simply cannot afford it wag huge area concern here an age population mean slower gdp growth higher public spend smaller tax base population important driver economic activity gain create larger workforce consumer demand scotlands business base domestic customers provide demand workforce require supply demand derive resident population population strategy explain the scottish government expect suffer significantly lower increase gdp rest uk weaker population growth japan shrink work force labour shortages bite a decline workforce mean smaller tax base struggle raise enough revenue pay a worker age 45 uk average provide tax revenue state take little public spend that switch worker become elderly pension social care health cost sap money state the office budget responsibility estimate agerelated spend set climb 23pc gdp 2025 262pc 2065 rise sharper eurozone big four france germany italy spain a typical uk 89yearold 202122 estimate cost state 30000 year 45yearold cost 6000 accord office national statistics the british state change shape respond pressure age boomer cohort warn lord willetts president resolution foundations intergenerational centre former conservative minister what see increase nhs spend increase pension spend we become health pension state service tend fall away comparison set push uks tax burden 35pc gdp highest level since sixties but pay older population likely mean britons face in absence change its hard see else could come from warn pabst he say alternative insurance system workers pay into help cover care cost later life like many economic challenge face policymakers pandemic threaten amplify problem a estimate suggest britains birth rate may fall record low hsbc believe pandemic could mean global population peak decade earlier previously expect early 2050s huge implications economies the uk still far fullblown population crises face like japan it remain middle pack term fertility rat among develop economies still endure huge population pressure pomeroy predict uks work age population could decline decade certainly shrink 2030s if uks fertility rate fell current level 17 birth per woman around 12 13 level currently see spain italy population would almost halve 2100 immigration estimate it actually could happen demographic risk underestimate pomeroy warn there solutions could least cushion economic blow unpopular slow longterm politicians largely prefer kick road grasp nettle the easiest quickest solution raise retirement age delay point state pension kick encourage people work longer more officebased employment improve health make extend work live viable fiercely unpopular the uks state pension age rise 67 later decade retirement age increase countries knock governments popularity you could reduce value state pension increase rapidly add david sturrock economist institute fiscal study he warn current triple lock ensure pension increase highest earn price 25pc unsustainable long term boost immigration level bring young workers start families could also ease pressure while many develop economies face shrink workforces populations many part world still grow rapidly nigeria egypt philippines and india countries get fast grow populations say pomeroy migration could theoretically global solution know isnt necessarily practical politically popular various part world the holy grail policymakers would revive fertility rat reverse decadeslong trend could prove difficult boost number birth per woman would lift number young workers enter labour market widen tax base ease pressure public finance economists argue reduce childcare cost bolster financial security younger generations vital lift birth you really need incentivize people make cost lower generally happen scandinavia say pomeroy with scotlands low fertility rate 14 new strategy include several measure shore young families more affordable home support package families settle scotland expand fertility treatment group single people couple already child proposals draw deage population scotland take first step towards solve brew population crisis policymakers may need far ambitious turn back clock,0
business,fewer 50 promise 2000 new job create result taxpayerbacked takeover uks last aluminium smelter senior snp minister admit fergus ewing snp rural economy secretary say 44 additional people hire since scottish government agree provide 25year financial guarantee allow steel magnate sanjeev gupta take industrial site fort william 2016 then claim investment would create 1000 direct job 1000 indirect job add 1 billion local economy within decade however mr guptas gfg alliance face fund crisis mr ewing deliver statement holyrood wednesday address fear mr guptas empire also include dalzell steel plant motherwell brink collapse mr ewing tell msps mr gupta personally assure last week underlie operational health scottish assets despite acknowledge challenge cause collapse greensill defend governments deal also include nearby hydro plan use power large lochaber estate say alternative would see facility close however willie rennie scottish libdem leader challenge mr ewing say 44 new job site take overall total 200 mr rennie say the government tell us five years ago multiplier supply chain impact lochaber would worth 2000 job be ever go see job discussions mr gupta create job mr ewing reply job create valuable admit firm original plan build alloy wheel plant could proceed due problems british car industry he add thats simply fact nobody anticipate 2016 mr rennie mr sic anybody else however company come forward amend plan include billet plant water can plant theres challenge ahead work extremely hard everybody achieve delivery objectives the deal scottish government agree mr gupta 2016 saw agree 25year guarantee buy energy lochaber hydro plant smelter shut down worth 14m 32m per year,0
